feedback_id,attendee_id,session_id,rating,comments
FB18369,ATT00369,B5L5E7AZ,2,Technical issues disrupted the flow
FB18370,ATT00370,B5L5E7AZ,4,"Very informative, would love more deep dives"
FB18371,ATT00371,B5L5E7AZ,5,"Fantastic session, consider adding workshop elements"
FB18373,ATT00373,B5L5E7AZ,5,"Fantastic session, consider adding workshop elements"
FB18374,ATT00374,B5L5E7AZ,3,"Decent presentation, could be more interactive"
FB18375,ATT00375,B5L5E7AZ,4,"Perfect pace, could include more industry examples"
FB18376,ATT00376,B5L5E7AZ,4,"Fantastic session, consider adding workshop elements"
FB18377,ATT00377,B5L5E7AZ,4,"Very informative, would love more deep dives"
FB18378,ATT00378,B5L5E7AZ,4,"Excellent content, maybe add more advanced topics"
FB18379,ATT00379,B5L5E7AZ,4,"Very informative, would love more deep dives"
FB18381,ATT00381,B5L5E7AZ,3,Solid content but slides need improvement
FB18382,ATT00382,B5L5E7AZ,4,"Very informative, would love more deep dives"
FB18383,ATT00383,B5L5E7AZ,5,"Really enjoyed it, would love more technical details"
FB18384,ATT00384,B5L5E7AZ,5,"Great presentation, could include more case studies"
FB18385,ATT00385,B5L5E7AZ,4,"Amazing content, perhaps add more time for questions"
FB18386,ATT00386,B5L5E7AZ,5,"Really enjoyed it, would love more technical details"
FB18387,ATT00387,B5L5E7AZ,4,"Well structured, could add more interactive elements"
FB18388,ATT00388,B5L5E7AZ,4,"Well structured, could add more interactive elements"
FB18389,ATT00389,B5L5E7AZ,2,Could use more interactive elements
FB18390,ATT00390,B5L5E7AZ,3,Nice presentation but too much theory
FB18391,ATT00391,B5L5E7AZ,2,The pace was too fast to follow
FB18393,ATT00393,B5L5E7AZ,5,"Excellent content, maybe add more advanced topics"
FB18394,ATT00394,B5L5E7AZ,2,Slides were hard to read
FB18396,ATT00396,B5L5E7AZ,4,"Great presentation, could include more case studies"
FB18397,ATT00397,B5L5E7AZ,3,Good content but could use more real-world examples
FB18398,ATT00398,B5L5E7AZ,3,Nice presentation but too much theory
FB18399,ATT00399,B5L5E7AZ,4,"Fantastic session, consider adding workshop elements"
FB18401,ATT00401,B5L5E7AZ,4,"Well structured, could add more interactive elements"
FB18403,ATT00403,B5L5E7AZ,3,Good content but could use more real-world examples
FB18404,ATT00404,B5L5E7AZ,4,"Really enjoyed it, would love more technical details"
FB18405,ATT00405,B5L5E7AZ,2,The pace was too fast to follow
FB18406,ATT00406,B5L5E7AZ,5,"Great presentation, could include more case studies"
FB18407,ATT00407,B5L5E7AZ,3,Good content but could use more real-world examples
FB18408,ATT00408,B5L5E7AZ,4,"Well structured, could add more interactive elements"
FB18410,ATT00410,B5L5E7AZ,5,"Amazing content, perhaps add more time for questions"
FB18411,ATT00411,B5L5E7AZ,5,"Well structured, could add more interactive elements"
FB18412,ATT00412,B5L5E7AZ,4,"Really enjoyed it, would love more technical details"
FB18413,ATT00413,B5L5E7AZ,4,"Perfect pace, could include more industry examples"
FB18416,ATT00416,B5L5E7AZ,3,Solid content but slides need improvement
FB18417,ATT00417,B5L5E7AZ,3,Interesting topic but needed more depth
FB18418,ATT00418,B5L5E7AZ,5,"Really enjoyed it, would love more technical details"
FB18419,ATT00419,B5L5E7AZ,5,"Amazing content, perhaps add more time for questions"
FB18420,ATT00420,B5L5E7AZ,4,"Well structured, could add more interactive elements"
FB18421,ATT00421,B5L5E7AZ,2,The pace was too fast to follow
FB18422,ATT00422,B5L5E7AZ,3,Would benefit from more Q&A time
FB18424,ATT00424,B5L5E7AZ,2,Needed more practical examples
FB18425,ATT00425,B5L5E7AZ,5,"Well structured, could add more interactive elements"
FB18427,ATT00427,B5L5E7AZ,4,"Fantastic session, consider adding workshop elements"
FB18428,ATT00428,B5L5E7AZ,4,"Very informative, would love more deep dives"
FB18430,ATT00430,B5L5E7AZ,3,"Decent presentation, could be more interactive"
FB18431,ATT00431,B5L5E7AZ,3,Interesting topic but needed more depth
FB18432,ATT00432,B5L5E7AZ,4,"Great presentation, could include more case studies"
FB18433,ATT00433,B5L5E7AZ,4,"Perfect pace, could include more industry examples"
FB18434,ATT00434,B5L5E7AZ,3,Would benefit from more Q&A time
FB18436,ATT00436,B5L5E7AZ,3,"Decent presentation, could be more interactive"
FB18437,ATT00437,B5L5E7AZ,4,"Amazing content, perhaps add more time for questions"
FB18438,ATT00438,B5L5E7AZ,3,Good overview but could use more detailed explanations
FB18439,ATT00439,B5L5E7AZ,4,"Excellent content, maybe add more advanced topics"
FB18440,ATT00440,B5L5E7AZ,2,Slides were hard to read
FB18441,ATT00441,B5L5E7AZ,2,Content felt disorganized
FB18442,ATT00442,B5L5E7AZ,4,"Amazing content, perhaps add more time for questions"
FB18443,ATT00443,B5L5E7AZ,5,"Amazing content, perhaps add more time for questions"
FB18444,ATT00444,B5L5E7AZ,1,More code examples would be helpful
FB18445,ATT00445,B5L5E7AZ,5,"Perfect pace, could include more industry examples"
FB18446,ATT00446,B5L5E7AZ,3,Interesting topic but needed more depth
FB18449,ATT00449,B5L5E7AZ,3,Solid content but slides need improvement
FB18450,ATT00450,B5L5E7AZ,5,"Well structured, could add more interactive elements"
FB18452,ATT00452,B5L5E7AZ,4,"Great presentation, could include more case studies"
FB18454,ATT00454,B5L5E7AZ,4,"Great presentation, could include more case studies"
FB18455,ATT00455,B5L5E7AZ,4,"Perfect pace, could include more industry examples"
FB18456,ATT00456,B5L5E7AZ,3,Interesting topic but needed more depth
FB18457,ATT00457,B5L5E7AZ,4,"Great presentation, could include more case studies"
FB18460,ATT00460,B5L5E7AZ,5,"Very informative, would love more deep dives"
FB18463,ATT00463,B5L5E7AZ,4,"Very informative, would love more deep dives"
FB18464,ATT00464,B5L5E7AZ,3,Solid content but slides need improvement
FB18468,ATT00468,B5L5E7AZ,4,"Excellent content, maybe add more advanced topics"
FB18469,ATT00469,B5L5E7AZ,5,"Perfect pace, could include more industry examples"
FB18470,ATT00470,B5L5E7AZ,5,"Very informative, would love more deep dives"
FB18471,ATT00471,B5L5E7AZ,2,Content felt disorganized
FB18472,ATT00472,B5L5E7AZ,4,"Amazing content, perhaps add more time for questions"
FB18474,ATT00474,B5L5E7AZ,3,Good overview but could use more detailed explanations
FB18475,ATT00475,B5L5E7AZ,4,"Perfect pace, could include more industry examples"
FB18476,ATT00476,B5L5E7AZ,3,Interesting topic but needed more depth
FB18477,ATT00477,B5L5E7AZ,5,"Fantastic session, consider adding workshop elements"
FB18478,ATT00478,B5L5E7AZ,4,"Perfect pace, could include more industry examples"
FB18479,ATT00479,B5L5E7AZ,4,"Amazing content, perhaps add more time for questions"
FB18480,ATT00480,B5L5E7AZ,4,"Great presentation, could include more case studies"
FB18481,ATT00481,B5L5E7AZ,5,"Great presentation, could include more case studies"
FB18482,ATT00482,B5L5E7AZ,4,"Well structured, could add more interactive elements"
FB18483,ATT00483,B5L5E7AZ,3,Good content but could use more real-world examples
FB18484,ATT00484,B5L5E7AZ,4,"Well structured, could add more interactive elements"
FB18485,ATT00485,B5L5E7AZ,3,Would be better with more hands-on exercises
FB18487,ATT00487,B5L5E7AZ,3,Would benefit from more Q&A time
FB18488,ATT00488,B5L5E7AZ,5,"Great presentation, could include more case studies"
FB18489,ATT00489,B5L5E7AZ,5,"Fantastic session, consider adding workshop elements"
FB18491,ATT00491,B5L5E7AZ,5,"Fantastic session, consider adding workshop elements"
FB18492,ATT00492,B5L5E7AZ,4,"Great presentation, could include more case studies"
FB18495,ATT00495,B5L5E7AZ,4,"Perfect pace, could include more industry examples"
FB18496,ATT00496,B5L5E7AZ,4,"Great presentation, could include more case studies"
FB18498,ATT00498,B5L5E7AZ,2,More code examples would be helpful
FB18499,ATT00499,B5L5E7AZ,3,Good content but could use more real-world examples
FB18500,ATT00500,B5L5E7AZ,5,"Fantastic session, consider adding workshop elements"
FB18502,ATT00502,B5L5E7AZ,2,Slides were hard to read
FB18504,ATT00504,B5L5E7AZ,5,"Fantastic session, consider adding workshop elements"
FB18505,ATT00505,B5L5E7AZ,4,"Well structured, could add more interactive elements"
FB18507,ATT00507,B5L5E7AZ,4,"Perfect pace, could include more industry examples"
FB18509,ATT00509,B5L5E7AZ,4,"Perfect pace, could include more industry examples"
FB18510,ATT00510,B5L5E7AZ,3,"Decent presentation, could be more interactive"
FB18512,ATT00512,B5L5E7AZ,3,Good content but could use more real-world examples
FB18514,ATT00514,B5L5E7AZ,4,"Amazing content, perhaps add more time for questions"
FB18515,ATT00515,B5L5E7AZ,4,"Amazing content, perhaps add more time for questions"
FB18518,ATT00518,B5L5E7AZ,2,Needed more practical examples
FB18520,ATT00520,B5L5E7AZ,3,Interesting topic but needed more depth
FB18521,ATT00521,B5L5E7AZ,5,"Fantastic session, consider adding workshop elements"
FB18522,ATT00522,B5L5E7AZ,4,"Fantastic session, consider adding workshop elements"
FB18523,ATT00523,B5L5E7AZ,4,"Really enjoyed it, would love more technical details"
FB18525,ATT00525,B5L5E7AZ,3,Would be better with more hands-on exercises
FB18528,ATT00528,B5L5E7AZ,4,"Really enjoyed it, would love more technical details"
FB18529,ATT00529,B5L5E7AZ,4,"Perfect pace, could include more industry examples"
FB18530,ATT00530,B5L5E7AZ,4,"Amazing content, perhaps add more time for questions"
FB18531,ATT00531,B5L5E7AZ,5,"Well structured, could add more interactive elements"
FB18532,ATT00532,B5L5E7AZ,5,"Fantastic session, consider adding workshop elements"
FB18533,ATT00533,B5L5E7AZ,4,"Well structured, could add more interactive elements"
FB18535,ATT00535,B5L5E7AZ,5,"Amazing content, perhaps add more time for questions"
FB18536,ATT00536,B5L5E7AZ,5,"Very informative, would love more deep dives"
FB18539,ATT00539,B5L5E7AZ,3,Good content but could use more real-world examples
FB18540,ATT00540,B5L5E7AZ,5,"Very informative, would love more deep dives"
FB18541,ATT00541,B5L5E7AZ,5,"Great presentation, could include more case studies"
FB18542,ATT00542,B5L5E7AZ,3,Would be better with more hands-on exercises
FB18545,ATT00545,B5L5E7AZ,3,Nice presentation but too much theory
FB18547,ATT00547,B5L5E7AZ,2,Content was too advanced for the target audience
FB18548,ATT00548,B5L5E7AZ,3,Would be better with more hands-on exercises
FB18549,ATT00549,B5L5E7AZ,2,Slides were hard to read
FB18550,ATT00550,B5L5E7AZ,5,"Well structured, could add more interactive elements"
FB18552,ATT00552,B5L5E7AZ,4,"Great presentation, could include more case studies"
FB18553,ATT00553,B5L5E7AZ,5,"Really enjoyed it, would love more technical details"
FB18555,ATT00555,B5L5E7AZ,4,"Perfect pace, could include more industry examples"
FB18557,ATT00557,B5L5E7AZ,4,"Excellent content, maybe add more advanced topics"
FB18558,ATT00558,B5L5E7AZ,5,"Really enjoyed it, would love more technical details"
FB18559,ATT00559,B5L5E7AZ,2,Needed more practical examples
FB18561,ATT00561,B5L5E7AZ,4,"Fantastic session, consider adding workshop elements"
FB18563,ATT00563,B5L5E7AZ,5,"Well structured, could add more interactive elements"
FB18564,ATT00564,B5L5E7AZ,4,"Amazing content, perhaps add more time for questions"
FB18565,ATT00565,B5L5E7AZ,3,"Decent presentation, could be more interactive"
FB18566,ATT00566,B5L5E7AZ,5,"Great presentation, could include more case studies"
FB18567,ATT00567,B5L5E7AZ,4,"Fantastic session, consider adding workshop elements"
FB18568,ATT00568,B5L5E7AZ,3,Would be better with more hands-on exercises
FB18570,ATT00570,B5L5E7AZ,2,Could use more interactive elements
FB18571,ATT00571,B5L5E7AZ,3,Good content but could use more real-world examples
FB18573,ATT00573,B5L5E7AZ,4,"Very informative, would love more deep dives"
FB18574,ATT00574,B5L5E7AZ,3,Good overview but could use more detailed explanations
FB18576,ATT00576,B5L5E7AZ,3,Good overview but could use more detailed explanations
FB18577,ATT00577,B5L5E7AZ,3,Would benefit from more Q&A time
FB18579,ATT00579,B5L5E7AZ,3,Would benefit from more Q&A time
FB18580,ATT00580,B5L5E7AZ,4,"Fantastic session, consider adding workshop elements"
FB18583,ATT00583,B5L5E7AZ,4,"Very informative, would love more deep dives"
FB18584,ATT00584,B5L5E7AZ,3,"Decent presentation, could be more interactive"
FB18585,ATT00585,B5L5E7AZ,4,"Fantastic session, consider adding workshop elements"
FB18586,ATT00586,B5L5E7AZ,5,"Well structured, could add more interactive elements"
FB18587,ATT00587,B5L5E7AZ,3,Interesting topic but needed more depth
FB18588,ATT00588,B5L5E7AZ,4,"Perfect pace, could include more industry examples"
FB18589,ATT00589,B5L5E7AZ,5,"Very informative, would love more deep dives"
FB18590,ATT00590,B5L5E7AZ,3,Solid content but slides need improvement
FB18591,ATT00591,B5L5E7AZ,5,"Really enjoyed it, would love more technical details"
FB18592,ATT00592,B5L5E7AZ,3,Nice presentation but too much theory
FB18593,ATT00593,B5L5E7AZ,2,The pace was too fast to follow
FB18595,ATT00595,B5L5E7AZ,3,Good overview but could use more detailed explanations
FB18596,ATT00596,B5L5E7AZ,4,"Really enjoyed it, would love more technical details"
FB18597,ATT00597,B5L5E7AZ,3,Good content but could use more real-world examples
FB18598,ATT00598,B5L5E7AZ,3,Interesting topic but needed more depth
FB18599,ATT00599,B5L5E7AZ,2,Slides were hard to read
FB18600,ATT00600,B5L5E7AZ,3,Good content but could use more real-world examples
FB18601,ATT00601,B5L5E7AZ,5,"Amazing content, perhaps add more time for questions"
FB18602,ATT00602,B5L5E7AZ,5,"Very informative, would love more deep dives"
FB18603,ATT00603,B5L5E7AZ,4,"Great presentation, could include more case studies"
FB18604,ATT00604,B5L5E7AZ,2,The pace was too fast to follow
FB18605,ATT00605,B5L5E7AZ,5,"Perfect pace, could include more industry examples"
FB18607,ATT00607,B5L5E7AZ,2,Content was too advanced for the target audience
FB18608,ATT00608,B5L5E7AZ,4,"Perfect pace, could include more industry examples"
FB18609,ATT00609,B5L5E7AZ,3,Good content but could use more real-world examples
FB18610,ATT00610,B5L5E7AZ,3,Solid content but slides need improvement
FB18611,ATT00611,B5L5E7AZ,3,Nice presentation but too much theory
FB18612,ATT00612,B5L5E7AZ,3,"Decent presentation, could be more interactive"
FB18613,ATT00613,B5L5E7AZ,4,"Amazing content, perhaps add more time for questions"
FB18614,ATT00614,B5L5E7AZ,4,"Great presentation, could include more case studies"
FB18615,ATT00615,B5L5E7AZ,3,Nice presentation but too much theory
FB18616,ATT00616,B5L5E7AZ,2,Could use more interactive elements
FB18617,ATT00617,B5L5E7AZ,3,Good overview but could use more detailed explanations
FB18618,ATT00618,B5L5E7AZ,5,"Very informative, would love more deep dives"
FB18619,ATT00619,B5L5E7AZ,3,Would be better with more hands-on exercises
FB18620,ATT00620,B5L5E7AZ,4,"Great presentation, could include more case studies"
FB18622,ATT00622,B5L5E7AZ,5,"Fantastic session, consider adding workshop elements"
FB18623,ATT00623,B5L5E7AZ,3,Solid content but slides need improvement
FB18624,ATT00624,B5L5E7AZ,3,Interesting topic but needed more depth
FB18625,ATT00625,B5L5E7AZ,5,"Excellent content, maybe add more advanced topics"
FB18626,ATT00626,B5L5E7AZ,3,Interesting topic but needed more depth
FB18627,ATT00627,B5L5E7AZ,5,"Fantastic session, consider adding workshop elements"
FB18628,ATT00628,B5L5E7AZ,4,"Excellent content, maybe add more advanced topics"
FB18629,ATT00629,B5L5E7AZ,2,Content was too advanced for the target audience
FB18631,ATT00631,B5L5E7AZ,3,Would benefit from more Q&A time
FB18632,ATT00632,B5L5E7AZ,4,"Excellent content, maybe add more advanced topics"
FB18633,ATT00633,B5L5E7AZ,4,"Fantastic session, consider adding workshop elements"
FB18634,ATT00634,B5L5E7AZ,5,"Very informative, would love more deep dives"
FB18635,ATT00635,B5L5E7AZ,3,Nice presentation but too much theory
FB18636,ATT00636,B5L5E7AZ,2,Could use more interactive elements
FB18637,ATT00637,B5L5E7AZ,4,"Excellent content, maybe add more advanced topics"
FB18638,ATT00638,B5L5E7AZ,4,"Really enjoyed it, would love more technical details"
FB18639,ATT00639,B5L5E7AZ,4,"Perfect pace, could include more industry examples"
FB18640,ATT00640,B5L5E7AZ,4,"Excellent content, maybe add more advanced topics"
FB18641,ATT00641,B5L5E7AZ,2,Slides were hard to read
FB18642,ATT00642,B5L5E7AZ,3,Good overview but could use more detailed explanations
FB18643,ATT00643,B5L5E7AZ,4,"Great presentation, could include more case studies"
FB18645,ATT00645,B5L5E7AZ,5,"Excellent content, maybe add more advanced topics"
FB18646,ATT00646,B5L5E7AZ,5,"Amazing content, perhaps add more time for questions"
FB18647,ATT00647,B5L5E7AZ,3,Would benefit from more Q&A time
FB18649,ATT00649,B5L5E7AZ,3,Interesting topic but needed more depth
FB18650,ATT00650,B5L5E7AZ,5,"Great presentation, could include more case studies"
FB18652,ATT00652,B5L5E7AZ,3,Good content but could use more real-world examples
FB18653,ATT00653,B5L5E7AZ,3,Would benefit from more Q&A time
FB18654,ATT00654,B5L5E7AZ,2,Technical issues disrupted the flow
FB18657,ATT00657,B5L5E7AZ,5,"Amazing content, perhaps add more time for questions"
FB18658,ATT00658,B5L5E7AZ,5,"Well structured, could add more interactive elements"
FB18659,ATT00659,B5L5E7AZ,5,"Excellent content, maybe add more advanced topics"
FB18660,ATT00660,B5L5E7AZ,4,"Excellent content, maybe add more advanced topics"
FB18661,ATT00661,B5L5E7AZ,3,Would be better with more hands-on exercises
FB18663,ATT00663,B5L5E7AZ,3,"Decent presentation, could be more interactive"
FB18666,ATT00666,B5L5E7AZ,4,"Great presentation, could include more case studies"
FB18667,ATT00667,B5L5E7AZ,4,"Very informative, would love more deep dives"
FB18668,ATT00668,B5L5E7AZ,2,The pace was too fast to follow
FB18669,ATT00669,B5L5E7AZ,3,Would be better with more hands-on exercises
FB18670,ATT00670,B5L5E7AZ,5,"Really enjoyed it, would love more technical details"
FB18671,ATT00671,B5L5E7AZ,4,"Excellent content, maybe add more advanced topics"
FB18672,ATT00672,B5L5E7AZ,5,"Amazing content, perhaps add more time for questions"
FB18673,ATT00673,B5L5E7AZ,5,"Perfect pace, could include more industry examples"
FB18674,ATT00674,B5L5E7AZ,3,Would benefit from more Q&A time
FB18675,ATT00675,B5L5E7AZ,4,"Fantastic session, consider adding workshop elements"
FB18677,ATT00677,B5L5E7AZ,4,"Great presentation, could include more case studies"
FB18679,ATT00679,B5L5E7AZ,4,"Perfect pace, could include more industry examples"
FB18680,ATT00680,B5L5E7AZ,5,"Perfect pace, could include more industry examples"
FB18681,ATT00681,B5L5E7AZ,3,Interesting topic but needed more depth
FB18682,ATT00682,B5L5E7AZ,4,"Fantastic session, consider adding workshop elements"
FB18684,ATT00684,B5L5E7AZ,2,Needed more practical examples
FB18685,ATT00685,B5L5E7AZ,2,Content felt disorganized
FB18686,ATT00686,B5L5E7AZ,3,Nice presentation but too much theory
FB18688,ATT00688,B5L5E7AZ,4,"Fantastic session, consider adding workshop elements"
FB18689,ATT00689,B5L5E7AZ,3,Nice presentation but too much theory
FB18691,ATT00691,B5L5E7AZ,4,"Well structured, could add more interactive elements"
FB18692,ATT00692,B5L5E7AZ,4,"Fantastic session, consider adding workshop elements"
FB18693,ATT00693,B5L5E7AZ,5,"Excellent content, maybe add more advanced topics"
FB18695,ATT00695,B5L5E7AZ,4,"Well structured, could add more interactive elements"
FB18696,ATT00696,B5L5E7AZ,5,"Really enjoyed it, would love more technical details"
FB18698,ATT00698,B5L5E7AZ,2,Slides were hard to read
FB18700,ATT00700,B5L5E7AZ,5,"Really enjoyed it, would love more technical details"
FB18701,ATT00701,B5L5E7AZ,4,"Perfect pace, could include more industry examples"
FB18702,ATT00702,B5L5E7AZ,2,Content was too advanced for the target audience
FB18704,ATT00704,B5L5E7AZ,3,Nice presentation but too much theory
FB18705,ATT00705,B5L5E7AZ,5,"Perfect pace, could include more industry examples"
FB18707,ATT00707,B5L5E7AZ,4,"Well structured, could add more interactive elements"
FB18708,ATT00708,B5L5E7AZ,3,Would benefit from more Q&A time
FB18709,ATT00709,B5L5E7AZ,2,Technical issues disrupted the flow
FB18710,ATT00710,B5L5E7AZ,2,The pace was too fast to follow
FB18711,ATT00711,B5L5E7AZ,4,"Well structured, could add more interactive elements"
FB18714,ATT00714,B5L5E7AZ,3,Would be better with more hands-on exercises
FB18715,ATT00715,B5L5E7AZ,5,"Excellent content, maybe add more advanced topics"
FB18716,ATT00716,B5L5E7AZ,3,"Decent presentation, could be more interactive"
FB18717,ATT00717,B5L5E7AZ,5,"Well structured, could add more interactive elements"
FB18720,ATT00720,B5L5E7AZ,4,"Very informative, would love more deep dives"
FB18722,ATT00722,B5L5E7AZ,5,"Great presentation, could include more case studies"
FB18723,ATT00723,B5L5E7AZ,5,"Perfect pace, could include more industry examples"
FB18724,ATT00724,B5L5E7AZ,5,"Very informative, would love more deep dives"
FB18725,ATT00725,B5L5E7AZ,3,"Decent presentation, could be more interactive"
FB18726,ATT00726,B5L5E7AZ,3,Good content but could use more real-world examples
FB18727,ATT00727,B5L5E7AZ,4,"Excellent content, maybe add more advanced topics"
FB18728,ATT00728,B5L5E7AZ,3,Good content but could use more real-world examples
FB18729,ATT00729,B5L5E7AZ,4,"Excellent content, maybe add more advanced topics"
FB18731,ATT00731,B5L5E7AZ,4,"Great presentation, could include more case studies"
FB18734,ATT00734,B5L5E7AZ,4,"Well structured, could add more interactive elements"
FB18735,ATT00735,B5L5E7AZ,3,Good content but could use more real-world examples
FB18736,ATT00736,B5L5E7AZ,3,Solid content but slides need improvement
FB18737,ATT00737,B5L5E7AZ,4,"Great presentation, could include more case studies"
FB18738,ATT00738,B5L5E7AZ,3,Would benefit from more Q&A time
FB18739,ATT00739,B5L5E7AZ,3,Would benefit from more Q&A time
FB18740,ATT00740,B5L5E7AZ,5,"Perfect pace, could include more industry examples"
FB18742,ATT00742,B5L5E7AZ,3,Nice presentation but too much theory
FB18743,ATT00743,B5L5E7AZ,5,"Fantastic session, consider adding workshop elements"
FB18744,ATT00744,B5L5E7AZ,4,"Perfect pace, could include more industry examples"
FB18745,ATT00745,B5L5E7AZ,4,"Perfect pace, could include more industry examples"
FB18746,ATT00746,B5L5E7AZ,5,"Fantastic session, consider adding workshop elements"
FB18747,ATT00747,B5L5E7AZ,4,"Fantastic session, consider adding workshop elements"
FB18748,ATT00748,B5L5E7AZ,4,"Well structured, could add more interactive elements"
FB18749,ATT00749,B5L5E7AZ,3,"Decent presentation, could be more interactive"
FB18750,ATT00750,B5L5E7AZ,3,"Decent presentation, could be more interactive"
FB18752,ATT00752,B5L5E7AZ,4,"Excellent content, maybe add more advanced topics"
FB18753,ATT00753,B5L5E7AZ,5,"Fantastic session, consider adding workshop elements"
FB18755,ATT00755,B5L5E7AZ,3,Interesting topic but needed more depth
FB18757,ATT00757,B5L5E7AZ,5,"Amazing content, perhaps add more time for questions"
FB18758,ATT00758,B5L5E7AZ,5,"Fantastic session, consider adding workshop elements"
FB18760,ATT00760,B5L5E7AZ,4,"Excellent content, maybe add more advanced topics"
FB18761,ATT00761,B5L5E7AZ,5,"Excellent content, maybe add more advanced topics"
FB18762,ATT00762,B5L5E7AZ,4,"Very informative, would love more deep dives"
FB18763,ATT00763,B5L5E7AZ,3,Nice presentation but too much theory
FB18765,ATT00765,B5L5E7AZ,4,"Fantastic session, consider adding workshop elements"
FB18766,ATT00766,B5L5E7AZ,4,"Really enjoyed it, would love more technical details"
FB18767,ATT00767,B5L5E7AZ,5,"Perfect pace, could include more industry examples"
FB18768,ATT00768,B5L5E7AZ,3,Interesting topic but needed more depth
FB18769,ATT00769,B5L5E7AZ,4,"Really enjoyed it, would love more technical details"
FB18771,ATT00771,B5L5E7AZ,4,"Excellent content, maybe add more advanced topics"
FB18773,ATT00773,B5L5E7AZ,3,Nice presentation but too much theory
FB18774,ATT00774,B5L5E7AZ,4,"Amazing content, perhaps add more time for questions"
FB18776,ATT00776,B5L5E7AZ,4,"Excellent content, maybe add more advanced topics"
FB18778,ATT00778,B5L5E7AZ,2,More code examples would be helpful
FB18779,ATT00779,B5L5E7AZ,5,"Great presentation, could include more case studies"
FB18780,ATT00780,B5L5E7AZ,3,Good content but could use more real-world examples
FB18781,ATT00781,B5L5E7AZ,4,"Excellent content, maybe add more advanced topics"
FB18783,ATT00783,B5L5E7AZ,5,"Very informative, would love more deep dives"
FB18784,ATT00784,B5L5E7AZ,4,"Really enjoyed it, would love more technical details"
FB18785,ATT00785,B5L5E7AZ,4,"Well structured, could add more interactive elements"
FB18786,ATT00786,B5L5E7AZ,3,Good content but could use more real-world examples
FB18787,ATT00787,B5L5E7AZ,4,"Amazing content, perhaps add more time for questions"
FB18788,ATT00788,B5L5E7AZ,4,"Perfect pace, could include more industry examples"
FB18789,ATT00789,B5L5E7AZ,4,"Amazing content, perhaps add more time for questions"
FB18790,ATT00790,B5L5E7AZ,4,"Well structured, could add more interactive elements"
FB18791,ATT00791,B5L5E7AZ,3,Would benefit from more Q&A time
FB18792,ATT00792,B5L5E7AZ,5,"Very informative, would love more deep dives"
FB18793,ATT00793,B5L5E7AZ,2,More code examples would be helpful
FB18794,ATT00794,B5L5E7AZ,5,"Very informative, would love more deep dives"
FB18795,ATT00795,B5L5E7AZ,5,"Perfect pace, could include more industry examples"
FB18796,ATT00796,B5L5E7AZ,4,"Very informative, would love more deep dives"
FB18797,ATT00797,B5L5E7AZ,5,"Fantastic session, consider adding workshop elements"
FB18799,ATT00799,B5L5E7AZ,4,"Perfect pace, could include more industry examples"
FB18800,ATT00800,B5L5E7AZ,5,"Great presentation, could include more case studies"
FB18801,ATT00801,B5L5E7AZ,3,Good content but could use more real-world examples
FB18802,ATT00802,B5L5E7AZ,5,"Well structured, could add more interactive elements"
FB18803,ATT00803,B5L5E7AZ,4,"Well structured, could add more interactive elements"
FB18804,ATT00804,B5L5E7AZ,3,Interesting topic but needed more depth
FB18806,ATT00806,B5L5E7AZ,4,"Amazing content, perhaps add more time for questions"
FB18807,ATT00807,B5L5E7AZ,4,"Perfect pace, could include more industry examples"
FB18810,ATT00810,B5L5E7AZ,3,Nice presentation but too much theory
FB18811,ATT00811,B5L5E7AZ,1,Content was too advanced for the target audience
FB18812,ATT00812,B5L5E7AZ,4,"Great presentation, could include more case studies"
FB18813,ATT00813,B5L5E7AZ,5,"Amazing content, perhaps add more time for questions"
FB18815,ATT00815,B5L5E7AZ,5,"Great presentation, could include more case studies"
FB18817,ATT00817,B5L5E7AZ,4,"Great presentation, could include more case studies"
FB18820,ATT00820,B5L5E7AZ,5,"Great presentation, could include more case studies"
FB18821,ATT00821,B5L5E7AZ,3,Good content but could use more real-world examples
FB18822,ATT00822,B5L5E7AZ,4,"Very informative, would love more deep dives"
FB18823,ATT00823,B5L5E7AZ,4,"Well structured, could add more interactive elements"
FB18825,ATT00825,B5L5E7AZ,3,"Decent presentation, could be more interactive"
FB18826,ATT00826,B5L5E7AZ,3,Would benefit from more Q&A time
FB18827,ATT00827,B5L5E7AZ,2,Needed more practical examples
FB18829,ATT00829,B5L5E7AZ,4,"Really enjoyed it, would love more technical details"
FB18830,ATT00830,B5L5E7AZ,4,"Very informative, would love more deep dives"
FB18831,ATT00831,B5L5E7AZ,3,Interesting topic but needed more depth
FB18834,ATT00834,B5L5E7AZ,4,"Great presentation, could include more case studies"
FB18835,ATT00835,B5L5E7AZ,5,"Fantastic session, consider adding workshop elements"
FB18836,ATT00836,B5L5E7AZ,4,"Really enjoyed it, would love more technical details"
FB18837,ATT00837,B5L5E7AZ,5,"Fantastic session, consider adding workshop elements"
FB18839,ATT00839,B5L5E7AZ,5,"Perfect pace, could include more industry examples"
FB18841,ATT00841,B5L5E7AZ,3,Good overview but could use more detailed explanations
FB18842,ATT00842,B5L5E7AZ,4,"Very informative, would love more deep dives"
FB18843,ATT00843,B5L5E7AZ,3,Good overview but could use more detailed explanations
FB18847,ATT00847,B5L5E7AZ,4,"Fantastic session, consider adding workshop elements"
FB18848,ATT00848,B5L5E7AZ,4,"Very informative, would love more deep dives"
FB18849,ATT00849,B5L5E7AZ,3,Solid content but slides need improvement
